city,zone,latitude,longitude,year,month,week,temperature,humidity,rainfall,pop_density,previous_incidents
Tiruchirapalli,Golden Rock,10.786705,78.72749,2025,1,1,26.8,90.8,151.6,2589,9
Tiruchirapalli,Bharathidasan Nagar,10.815605,78.692403,2025,1,1,24.0,71.3,241.3,9110,25
Tiruchirapalli,Abhishekapuram,10.814276,78.680441,2025,1,1,26.3,64.7,67.3,10412,26
Tiruchirapalli,Cantonment,10.801732,78.693002,2025,1,1,34.7,81.9,227.0,5339,26
Tiruchirapalli,Ariyamangalam,10.810064,78.720986,2025,1,1,37.4,70.0,265.4,10154,41
Tiruchirapalli,Thuvakudi,10.752956,78.830112,2025,1,1,29.7,57.2,32.6,6551,33
Tiruchirapalli,Edamalaipatti Pudur,10.776544,78.67361,2025,1,1,24.3,93.0,241.1,8239,6
Tiruchirapalli,Senthaneerpuram,10.819999,78.684148,2025,1,1,33.5,70.0,279.3,10934,41
Tiruchirapalli,Manikandam,10.738831,78.637647,2025,1,1,34.7,63.4,156.6,10949,19
Salem,Mettur,11.78386,77.796605,2025,1,1,26.4,81.1,260.6,3826,11
Salem,Omalur,11.743163,78.046521,2025,1,1,26.6,49.4,92.6,5012,8
Salem,Yercadu,11.775337,78.211078,2025,1,1,32.1,79.7,49.4,1812,14
Salem,Salem,11.667494,78.150663,2025,1,1,32.3,77.6,162.4,5209,3
Salem,Edappadi,11.585847,77.839697,2025,1,1,25.0,49.7,243.0,6345,34
Salem,Sankari,11.474599,77.869162,2025,1,1,28.3,76.8,223.8,14842,4
Salem,Vazhappadi,11.657002,78.401244,2025,1,1,24.7,64.1,215.7,14622,21
Salem,Attur,11.59941,78.599066,2025,1,1,25.0,71.3,129.6,2299,7
Salem,Gangavalli,11.497384,78.65202,2025,1,1,24.1,63.3,233.7,6322,12
Chennai,Thiruvotriyur,13.164773,80.300387,2025,1,1,26.7,70.4,243.7,5031,9
Chennai,Manali,13.177337,80.268712,2025,1,1,23.4,57.2,269.3,11534,18
Chennai,Madhavaram,13.148179,80.230612,2025,1,1,24.6,57.9,18.4,13071,16
Chennai,Tondiarpet,13.126294,80.288429,2025,1,1,24.4,79.9,160.5,7479,7
Chennai,Royapuram,13.114361,80.295138,2025,1,1,30.6,75.7,128.6,14831,34
Chennai,Sholinganallur,12.894777,80.218789,2025,1,1,36.5,45.9,66.2,4114,37
Chennai,Ambattur,13.11849,80.15676,2025,1,1,26.5,81.8,188.0,7918,19
Chennai,Anna Nagar,13.08852,80.206771,2025,1,1,31.0,88.3,96.2,3509,2
Chennai,Teynampet,13.045034,80.250918,2025,1,1,32.4,51.9,38.6,3609,4
Chennai,Kodambakkam,13.051635,80.221131,2025,1,1,32.6,89.8,107.3,11563,40
Chennai,Valasaravakkam,13.041316,80.175038,2025,1,1,32.9,57.7,12.1,6565,17
Chennai,Alandur,12.999424,80.199751,2025,1,1,28.0,93.8,107.4,14835,23
Chennai,Adyar,13.001462,80.254135,2025,1,1,22.3,60.3,213.1,10681,27
Chennai,Perungudi,12.964866,80.240739,2025,1,1,35.6,92.4,132.7,5367,9
Chennai,Kotturpuram,13.01584,80.239412,2025,1,1,36.4,86.4,146.1,4912,41
Coimbatore,Mettupalayam,11.29968,76.94244,2025,1,2,22.2,87.4,44.1,3561,0
Coimbatore,Avinashi,11.20233,77.29211,2025,1,2,28.0,72.7,199.7,1103,15
Coimbatore,Thiruppur,11.10319,77.39866,2025,1,2,32.9,69.3,152.4,2889,41
Coimbatore,Palladam,11.005831,77.287908,2025,1,2,36.3,58.7,91.2,10767,35
Coimbatore,Pollachi,10.66167,77.00667,2025,1,2,36.4,84.1,134.5,9412,19
Coimbatore,Udumalaipet,10.581,77.26408,2025,1,2,34.4,81.1,187.6,13492,44
Coimbatore,Valparai,10.32814,76.9558,2025,1,2,36.9,65.1,182.7,10064,19
Coimbatore,Coimbatore North,11.060874,76.947387,2025,1,2,37.6,50.1,44.8,5951,40
Coimbatore,Coimbatore South,10.982548,76.989055,2025,1,2,29.2,77.4,151.1,8826,26
Kanyakumari,Agastheeswaram,8.101711,77.538529,2025,1,2,26.8,90.4,73.7,10490,32
Kanyakumari,Kalkulam,8.18425,77.315512,2025,1,2,35.1,71.3,143.0,3298,28
Kanyakumari,Killiyoor,8.265311,77.217375,2025,1,2,29.5,49.7,271.7,12648,39
Kanyakumari,Thiruvattar,8.33501,77.26515,2025,1,2,37.2,58.4,0.6,10162,22
Kanyakumari,Thovalai,8.231171,77.50597,2025,1,2,28.5,93.0,269.3,3301,3
Kanyakumari,Vilavancode,8.313338,77.206699,2025,1,2,26.6,65.8,279.0,1971,24
Tiruchirapalli,Srirangam,10.854603,78.713548,2025,1,2,25.5,47.7,31.1,13649,28
Tiruchirapalli,Thillai Nagar,10.834443,78.660012,2025,1,2,23.3,90.1,167.5,5796,0
Tiruchirapalli,Tiruchirappalli Fort,10.825416,78.68725,2025,1,2,26.2,54.3,131.2,8676,49
Tiruchirapalli,BHEL Township,10.779601,78.802013,2025,1,2,34.1,74.6,246.3,3885,17
Tiruchirapalli,Puthur,10.816613,78.675481,2025,1,2,27.1,77.5,263.2,11097,21
Tiruchirapalli,K.K. Nagar,10.754823,78.697035,2025,1,2,36.8,73.0,6.0,4040,47
Tiruchirapalli,Golden Rock,10.786705,78.72749,2025,1,2,36.7,70.5,71.3,4634,28
Tiruchirapalli,Bharathidasan Nagar,10.815605,78.692403,2025,1,2,26.0,84.6,104.6,7516,3
Tiruchirapalli,Abhishekapuram,10.814276,78.680441,2025,1,2,25.4,79.7,125.4,1567,37
Tiruchirapalli,Cantonment,10.801732,78.693002,2025,1,2,23.2,64.6,236.2,9099,7
Tiruchirapalli,Ariyamangalam,10.810064,78.720986,2025,1,2,23.0,58.8,155.8,12348,30
Tiruchirapalli,Thuvakudi,10.752956,78.830112,2025,1,2,28.9,72.9,0.7,3319,0
Tiruchirapalli,Edamalaipatti Pudur,10.776544,78.67361,2025,1,2,27.7,74.1,181.0,3026,23
Tiruchirapalli,Senthaneerpuram,10.819999,78.684148,2025,1,2,34.0,58.2,118.5,4683,6
Tiruchirapalli,Manikandam,10.738831,78.637647,2025,1,2,36.0,46.1,7.2,3200,21
Salem,Mettur,11.78386,77.796605,2025,1,2,28.0,53.3,20.5,14675,34
Salem,Omalur,11.743163,78.046521,2025,1,2,26.9,88.3,2.2,5933,34
Salem,Yercadu,11.775337,78.211078,2025,1,2,33.2,56.4,183.1,3074,4
Salem,Salem,11.667494,78.150663,2025,1,2,32.1,84.0,111.9,5801,4
Salem,Edappadi,11.585847,77.839697,2025,1,2,31.1,80.3,37.7,6212,30
Salem,Sankari,11.474599,77.869162,2025,1,2,27.0,51.0,139.7,14446,2
Salem,Vazhappadi,11.657002,78.401244,2025,1,2,32.3,78.9,61.9,8840,20
Salem,Attur,11.59941,78.599066,2025,1,2,28.4,80.8,127.5,9291,32
Salem,Gangavalli,11.497384,78.65202,2025,1,2,23.0,77.9,273.9,9717,14
Chennai,Thiruvotriyur,13.164773,80.300387,2025,1,2,27.3,45.7,231.9,10134,14
Chennai,Manali,13.177337,80.268712,2025,1,2,24.0,89.8,15.3,5026,9
Chennai,Madhavaram,13.148179,80.230612,2025,1,2,31.4,71.7,71.1,10627,2
Chennai,Tondiarpet,13.126294,80.288429,2025,1,2,30.6,84.1,126.8,9434,28
Chennai,Royapuram,13.114361,80.295138,2025,1,2,37.1,56.0,85.4,11610,43
Chennai,Sholinganallur,12.894777,80.218789,2025,1,2,35.5,65.9,176.4,14287,42
Chennai,Ambattur,13.11849,80.15676,2025,1,2,34.9,64.8,145.4,8694,7
Chennai,Anna Nagar,13.08852,80.206771,2025,1,2,29.7,86.8,89.0,9926,36
Chennai,Teynampet,13.045034,80.250918,2025,1,2,25.6,78.1,38.3,4488,20
Chennai,Kodambakkam,13.051635,80.221131,2025,1,2,32.5,52.0,50.3,9667,1
Chennai,Valasaravakkam,13.041316,80.175038,2025,1,2,34.3,65.8,25.9,7008,18
Chennai,Alandur,12.999424,80.199751,2025,1,2,26.8,90.4,129.9,8447,3
Chennai,Adyar,13.001462,80.254135,2025,1,2,35.0,56.8,59.4,4694,27
Chennai,Perungudi,12.964866,80.240739,2025,1,2,22.2,83.9,80.5,13856,25
Chennai,Kotturpuram,13.01584,80.239412,2025,1,2,29.3,93.3,49.2,4710,13
Coimbatore,Mettupalayam,11.29968,76.94244,2025,1,3,27.8,49.9,244.3,7622,41
Coimbatore,Avinashi,11.20233,77.29211,2025,1,3,27.0,66.0,273.1,8637,42
Coimbatore,Thiruppur,11.10319,77.39866,2025,1,3,36.7,83.1,269.5,10705,1
Coimbatore,Palladam,11.005831,77.287908,2025,1,3,34.4,82.3,129.7,11370,2
Coimbatore,Pollachi,10.66167,77.00667,2025,1,3,32.5,73.9,42.2,9021,35
Coimbatore,Udumalaipet,10.581,77.26408,2025,1,3,26.4,81.1,146.3,11904,18
Coimbatore,Valparai,10.32814,76.9558,2025,1,3,37.8,74.5,37.7,4183,44
Coimbatore,Coimbatore North,11.060874,76.947387,2025,1,3,34.6,68.5,275.5,9620,39
Coimbatore,Coimbatore South,10.982548,76.989055,2025,1,3,25.3,81.1,69.6,7161,32
Kanyakumari,Agastheeswaram,8.101711,77.538529,2025,1,3,31.7,62.0,120.8,4427,36
Kanyakumari,Kalkulam,8.18425,77.315512,2025,1,3,23.4,79.4,254.5,2968,9
Kanyakumari,Killiyoor,8.265311,77.217375,2025,1,3,29.3,49.8,185.5,11490,16
Kanyakumari,Thiruvattar,8.33501,77.26515,2025,1,3,28.2,66.3,22.6,13100,30
Kanyakumari,Thovalai,8.231171,77.50597,2025,1,3,25.6,89.0,252.1,2313,16
Kanyakumari,Vilavancode,8.313338,77.206699,2025,1,3,27.2,65.3,223.2,5459,20
Tiruchirapalli,Srirangam,10.854603,78.713548,2025,1,3,28.2,76.5,186.4,14221,48
Tiruchirapalli,Thillai Nagar,10.834443,78.660012,2025,1,3,35.9,56.7,19.7,7568,26
Tiruchirapalli,Tiruchirappalli Fort,10.825416,78.68725,2025,1,3,29.7,73.3,207.5,4611,27
Tiruchirapalli,BHEL Township,10.779601,78.802013,2025,1,3,27.1,79.4,24.7,2319,14
Tiruchirapalli,Puthur,10.816613,78.675481,2025,1,3,24.7,70.0,192.6,2972,17
Tiruchirapalli,K.K. Nagar,10.754823,78.697035,2025,1,3,26.8,81.0,144.1,2456,19
Tiruchirapalli,Golden Rock,10.786705,78.72749,2025,1,3,34.3,92.1,277.1,6724,17
Tiruchirapalli,Bharathidasan Nagar,10.815605,78.692403,2025,1,3,23.6,68.7,36.1,12687,3
Tiruchirapalli,Abhishekapuram,10.814276,78.680441,2025,1,3,34.2,47.3,48.8,13454,36
Tiruchirapalli,Cantonment,10.801732,78.693002,2025,1,3,37.0,89.9,171.7,13570,7
Tiruchirapalli,Ariyamangalam,10.810064,78.720986,2025,1,3,23.1,89.3,39.2,8595,37
Tiruchirapalli,Thuvakudi,10.752956,78.830112,2025,1,3,28.5,49.0,235.9,5079,28
Tiruchirapalli,Edamalaipatti Pudur,10.776544,78.67361,2025,1,3,32.0,48.4,144.4,14276,9
Tiruchirapalli,Senthaneerpuram,10.819999,78.684148,2025,1,3,36.1,53.3,181.7,1523,22
Tiruchirapalli,Manikandam,10.738831,78.637647,2025,1,3,35.9,45.8,126.3,13150,33
Salem,Mettur,11.78386,77.796605,2025,1,3,27.6,67.1,267.4,5828,39
Salem,Omalur,11.743163,78.046521,2025,1,3,28.7,82.3,21.6,7460,9
Salem,Yercadu,11.775337,78.211078,2025,1,3,35.7,45.9,161.7,14569,20
Salem,Salem,11.667494,78.150663,2025,1,3,32.7,56.7,77.7,12917,31
Salem,Edappadi,11.585847,77.839697,2025,1,3,37.3,78.7,225.9,10281,3
Salem,Sankari,11.474599,77.869162,2025,1,3,25.0,54.7,222.8,9341,37
Salem,Vazhappadi,11.657002,78.401244,2025,1,3,27.2,91.5,81.8,10700,46
Salem,Attur,11.59941,78.599066,2025,1,3,34.4,80.4,250.5,14556,38
Salem,Gangavalli,11.497384,78.65202,2025,1,3,23.2,60.3,84.1,10835,22
Chennai,Thiruvotriyur,13.164773,80.300387,2025,1,3,25.7,85.5,270.1,11701,50
Chennai,Manali,13.177337,80.268712,2025,1,3,33.8,75.5,179.3,11895,14
Chennai,Madhavaram,13.148179,80.230612,2025,1,3,22.6,66.5,209.7,7389,14
Chennai,Tondiarpet,13.126294,80.288429,2025,1,3,25.5,53.1,234.7,7770,39
Chennai,Royapuram,13.114361,80.295138,2025,1,3,27.7,93.6,185.8,11994,37
Chennai,Sholinganallur,12.894777,80.218789,2025,1,3,30.5,85.2,194.7,1741,37
Chennai,Ambattur,13.11849,80.15676,2025,1,3,24.4,65.5,241.2,4814,2
Chennai,Anna Nagar,13.08852,80.206771,2025,1,3,27.2,77.6,60.7,2454,28
Chennai,Teynampet,13.045034,80.250918,2025,1,3,26.6,53.0,244.6,14462,18
Chennai,Kodambakkam,13.051635,80.221131,2025,1,3,34.6,53.2,98.8,5221,41
Chennai,Valasaravakkam,13.041316,80.175038,2025,1,3,28.0,66.4,127.3,6472,9
Chennai,Alandur,12.999424,80.199751,2025,1,3,24.5,65.0,183.3,13670,42
Chennai,Adyar,13.001462,80.254135,2025,1,3,26.2,68.4,3.8,14224,9
Chennai,Perungudi,12.964866,80.240739,2025,1,3,26.6,67.4,74.7,11243,28
Chennai,Kotturpuram,13.01584,80.239412,2025,1,3,22.5,48.2,266.7,1573,18
Coimbatore,Mettupalayam,11.29968,76.94244,2025,1,4,25.6,55.4,92.9,2194,14
Coimbatore,Avinashi,11.20233,77.29211,2025,1,4,34.5,83.0,23.8,5421,25
Coimbatore,Thiruppur,11.10319,77.39866,2025,1,4,37.5,62.4,96.8,13362,43
Coimbatore,Palladam,11.005831,77.287908,2025,1,4,32.5,58.4,244.6,2710,21
Coimbatore,Pollachi,10.66167,77.00667,2025,1,4,34.3,66.9,136.3,9224,46
Coimbatore,Udumalaipet,10.581,77.26408,2025,1,4,23.4,70.3,246.8,10570,20
Coimbatore,Valparai,10.32814,76.9558,2025,1,4,23.6,60.4,7.6,10819,41
Coimbatore,Coimbatore North,11.060874,76.947387,2025,1,4,31.5,90.2,132.5,12601,49
Coimbatore,Coimbatore South,10.982548,76.989055,2025,1,4,30.6,81.5,136.2,12438,32
Kanyakumari,Agastheeswaram,8.101711,77.538529,2025,1,4,22.1,74.1,31.5,6321,47
Kanyakumari,Kalkulam,8.18425,77.315512,2025,1,4,36.3,73.3,198.0,8253,6
Kanyakumari,Killiyoor,8.265311,77.217375,2025,1,4,27.2,68.3,81.9,12873,31
Kanyakumari,Thiruvattar,8.33501,77.26515,2025,1,4,28.2,93.6,150.9,3308,0
Kanyakumari,Thovalai,8.231171,77.50597,2025,1,4,25.7,46.1,26.1,3002,16
Kanyakumari,Vilavancode,8.313338,77.206699,2025,1,4,27.1,74.8,15.7,11165,20
Tiruchirapalli,Srirangam,10.854603,78.713548,2025,1,4,28.0,63.5,59.9,6727,10
Tiruchirapalli,Thillai Nagar,10.834443,78.660012,2025,1,4,23.1,80.7,267.2,10667,27
Tiruchirapalli,Tiruchirappalli Fort,10.825416,78.68725,2025,1,4,35.1,53.3,259.3,9314,36
Tiruchirapalli,BHEL Township,10.779601,78.802013,2025,1,4,29.4,91.8,181.7,12632,17
Tiruchirapalli,Puthur,10.816613,78.675481,2025,1,4,34.5,56.3,219.5,4150,19
Tiruchirapalli,K.K. Nagar,10.754823,78.697035,2025,1,4,27.4,80.6,194.5,1898,4
Tiruchirapalli,Golden Rock,10.786705,78.72749,2025,1,4,27.4,89.3,234.9,1465,37
Tiruchirapalli,Bharathidasan Nagar,10.815605,78.692403,2025,1,4,29.9,72.2,206.8,11784,32
Tiruchirapalli,Abhishekapuram,10.814276,78.680441,2025,1,4,29.7,61.0,81.2,1466,40
Tiruchirapalli,Cantonment,10.801732,78.693002,2025,1,4,23.6,78.3,253.8,9639,3
Tiruchirapalli,Ariyamangalam,10.810064,78.720986,2025,1,4,23.3,82.9,37.9,10150,32
Tiruchirapalli,Thuvakudi,10.752956,78.830112,2025,1,4,32.3,90.5,142.3,9977,33
Tiruchirapalli,Edamalaipatti Pudur,10.776544,78.67361,2025,1,4,30.4,92.2,159.3,2044,22
Tiruchirapalli,Senthaneerpuram,10.819999,78.684148,2025,1,4,25.0,75.1,260.0,7869,31
Tiruchirapalli,Manikandam,10.738831,78.637647,2025,1,4,32.1,90.1,129.3,14478,44
Salem,Mettur,11.78386,77.796605,2025,1,4,24.3,87.6,270.6,14306,43
Salem,Omalur,11.743163,78.046521,2025,1,4,23.2,60.8,226.3,13283,0
Salem,Yercadu,11.775337,78.211078,2025,1,4,29.1,65.6,180.1,12370,11
Salem,Salem,11.667494,78.150663,2025,1,4,27.9,90.6,157.3,9936,24
Salem,Edappadi,11.585847,77.839697,2025,1,4,36.3,48.5,153.1,5893,41
Salem,Sankari,11.474599,77.869162,2025,1,4,26.5,87.3,85.9,10568,39
Salem,Vazhappadi,11.657002,78.401244,2025,1,4,26.5,88.8,208.5,9599,35
Salem,Attur,11.59941,78.599066,2025,1,4,29.7,83.9,209.0,13094,0
Salem,Gangavalli,11.497384,78.65202,2025,1,4,22.2,95.0,165.1,5326,11
Chennai,Thiruvotriyur,13.164773,80.300387,2025,1,4,32.6,85.3,50.1,8839,50
Chennai,Manali,13.177337,80.268712,2025,1,4,31.8,92.9,16.6,4506,28
Chennai,Madhavaram,13.148179,80.230612,2025,1,4,28.7,71.8,205.7,12932,30
Chennai,Tondiarpet,13.126294,80.288429,2025,1,4,30.0,59.4,130.4,7851,26
Chennai,Royapuram,13.114361,80.295138,2025,1,4,30.1,78.4,102.7,8028,45
Chennai,Sholinganallur,12.894777,80.218789,2025,1,4,33.2,63.6,193.7,10663,24
Chennai,Ambattur,13.11849,80.15676,2025,1,4,37.3,64.3,272.1,1837,50
Chennai,Anna Nagar,13.08852,80.206771,2025,1,4,35.9,91.1,31.9,2556,42
Chennai,Teynampet,13.045034,80.250918,2025,1,4,24.2,54.6,74.5,4340,21
Chennai,Kodambakkam,13.051635,80.221131,2025,1,4,27.9,91.4,224.4,9537,14
Chennai,Valasaravakkam,13.041316,80.175038,2025,1,4,24.8,86.2,138.9,3409,44
Chennai,Alandur,12.999424,80.199751,2025,1,4,36.0,79.2,127.6,9457,40
Chennai,Adyar,13.001462,80.254135,2025,1,4,31.1,67.6,221.1,5872,15
Chennai,Perungudi,12.964866,80.240739,2025,1,4,31.5,64.4,119.4,8049,11
Chennai,Kotturpuram,13.01584,80.239412,2025,1,4,34.7,82.1,127.0,7857,14
Coimbatore,Mettupalayam,11.29968,76.94244,2025,1,5,27.5,73.5,228.3,1723,13
Coimbatore,Avinashi,11.20233,77.29211,2025,1,5,29.5,76.3,178.0,4986,38
Coimbatore,Thiruppur,11.10319,77.39866,2025,1,5,31.8,73.9,114.3,4462,4
Coimbatore,Palladam,11.005831,77.287908,2025,1,5,28.1,87.3,157.6,13377,14
Coimbatore,Pollachi,10.66167,77.00667,2025,1,5,27.8,64.1,77.5,4062,8
Coimbatore,Udumalaipet,10.581,77.26408,2025,1,5,26.3,59.6,236.4,14969,3
Coimbatore,Valparai,10.32814,76.9558,2025,1,5,34.6,56.1,87.0,8161,28
Coimbatore,Coimbatore North,11.060874,76.947387,2025,1,5,26.9,81.4,119.6,8208,45
Coimbatore,Coimbatore South,10.982548,76.989055,2025,1,5,34.9,66.9,56.2,2798,48
Kanyakumari,Agastheeswaram,8.101711,77.538529,2025,1,5,31.3,83.2,112.9,7707,19
Kanyakumari,Kalkulam,8.18425,77.315512,2025,1,5,22.5,47.2,45.2,2935,12
Kanyakumari,Killiyoor,8.265311,77.217375,2025,1,5,37.1,59.1,39.9,2882,0
Kanyakumari,Thiruvattar,8.33501,77.26515,2025,1,5,27.0,84.3,157.9,12308,28
Kanyakumari,Thovalai,8.231171,77.50597,2025,1,5,33.2,67.1,78.9,1605,6
Kanyakumari,Vilavancode,8.313338,77.206699,2025,1,5,22.7,66.8,104.9,10779,35
Tiruchirapalli,Srirangam,10.854603,78.713548,2025,1,5,25.7,79.3,120.8,9871,31
Tiruchirapalli,Thillai Nagar,10.834443,78.660012,2025,1,5,32.9,51.3,141.3,6921,5
Tiruchirapalli,Tiruchirappalli Fort,10.825416,78.68725,2025,1,5,31.7,80.0,157.0,12813,13
Tiruchirapalli,BHEL Township,10.779601,78.802013,2025,1,5,34.7,66.1,82.8,14669,49
Tiruchirapalli,Puthur,10.816613,78.675481,2025,1,5,37.0,75.9,259.1,5323,12
Tiruchirapalli,K.K. Nagar,10.754823,78.697035,2025,1,5,24.2,51.0,208.1,6192,33
Tiruchirapalli,Golden Rock,10.786705,78.72749,2025,1,5,35.3,74.9,204.9,7404,11
Tiruchirapalli,Bharathidasan Nagar,10.815605,78.692403,2025,1,5,30.2,49.0,73.4,3159,40
Tiruchirapalli,Abhishekapuram,10.814276,78.680441,2025,1,5,29.1,60.8,184.8,5563,35
Tiruchirapalli,Cantonment,10.801732,78.693002,2025,1,5,31.7,83.5,177.0,8214,9
Tiruchirapalli,Ariyamangalam,10.810064,78.720986,2025,1,5,31.0,60.8,202.3,3128,42
Tiruchirapalli,Thuvakudi,10.752956,78.830112,2025,1,5,24.7,49.2,9.7,13902,28
Tiruchirapalli,Edamalaipatti Pudur,10.776544,78.67361,2025,1,5,27.0,82.3,181.1,1406,27
Tiruchirapalli,Senthaneerpuram,10.819999,78.684148,2025,1,5,28.3,58.7,31.9,6704,36
Tiruchirapalli,Manikandam,10.738831,78.637647,2025,1,5,37.2,74.0,97.1,8644,24
Salem,Mettur,11.78386,77.796605,2025,1,5,32.1,53.5,108.3,3912,24
Salem,Omalur,11.743163,78.046521,2025,1,5,35.3,59.9,204.8,8407,15
Salem,Yercadu,11.775337,78.211078,2025,1,5,23.7,69.3,76.6,8280,30
Salem,Salem,11.667494,78.150663,2025,1,5,30.5,76.3,111.6,5080,6
Salem,Edappadi,11.585847,77.839697,2025,1,5,30.6,55.6,145.1,9005,50
Salem,Sankari,11.474599,77.869162,2025,1,5,34.0,75.5,203.3,1016,8
Salem,Vazhappadi,11.657002,78.401244,2025,1,5,28.9,63.8,264.1,11273,4
Salem,Attur,11.59941,78.599066,2025,1,5,28.7,47.0,166.7,10568,6
Salem,Gangavalli,11.497384,78.65202,2025,1,5,25.8,56.4,122.2,9962,8
Chennai,Thiruvotriyur,13.164773,80.300387,2025,1,5,24.4,86.7,95.3,14368,49
Chennai,Manali,13.177337,80.268712,2025,1,5,32.7,66.7,263.2,2360,23
Chennai,Madhavaram,13.148179,80.230612,2025,1,5,29.2,49.2,95.2,4396,8
Chennai,Tondiarpet,13.126294,80.288429,2025,1,5,37.2,66.5,236.5,10422,33
Chennai,Royapuram,13.114361,80.295138,2025,1,5,24.1,67.3,107.7,7283,17
Chennai,Sholinganallur,12.894777,80.218789,2025,1,5,36.6,92.1,56.3,9982,50
Chennai,Ambattur,13.11849,80.15676,2025,1,5,33.7,59.5,173.8,9733,20
Chennai,Anna Nagar,13.08852,80.206771,2025,1,5,29.3,69.3,167.9,1516,24
Chennai,Teynampet,13.045034,80.250918,2025,1,5,33.7,64.8,93.5,12117,46
Chennai,Kodambakkam,13.051635,80.221131,2025,1,5,34.3,82.5,211.1,4532,33
Chennai,Valasaravakkam,13.041316,80.175038,2025,1,5,35.2,86.1,138.3,7959,39
Chennai,Alandur,12.999424,80.199751,2025,1,5,33.2,94.4,59.9,10399,36
Chennai,Adyar,13.001462,80.254135,2025,1,5,22.3,51.2,200.6,13636,4
Chennai,Perungudi,12.964866,80.240739,2025,1,5,27.6,71.4,190.0,14177,28
Chennai,Kotturpuram,13.01584,80.239412,2025,1,5,26.2,92.8,37.5,5818,0
Coimbatore,Mettupalayam,11.29968,76.94244,2025,2,6,26.8,83.7,192.6,4292,2
Coimbatore,Avinashi,11.20233,77.29211,2025,2,6,23.1,48.0,271.4,13213,43
Coimbatore,Thiruppur,11.10319,77.39866,2025,2,6,27.6,66.0,217.4,10260,10
Coimbatore,Palladam,11.005831,77.287908,2025,2,6,26.7,85.8,274.1,10267,4
Coimbatore,Pollachi,10.66167,77.00667,2025,2,6,33.5,72.3,23.8,10503,4
Coimbatore,Udumalaipet,10.581,77.26408,2025,2,6,33.6,47.1,187.9,6663,37
Coimbatore,Valparai,10.32814,76.9558,2025,2,6,36.2,48.7,264.7,5218,29
Coimbatore,Coimbatore North,11.060874,76.947387,2025,2,6,37.7,54.5,21.9,7151,40
Coimbatore,Coimbatore South,10.982548,76.989055,2025,2,6,28.9,58.4,75.8,5582,19
Kanyakumari,Agastheeswaram,8.101711,77.538529,2025,2,6,36.7,79.0,50.5,2755,38
Kanyakumari,Kalkulam,8.18425,77.315512,2025,2,6,34.9,65.4,120.4,2271,0
Kanyakumari,Killiyoor,8.265311,77.217375,2025,2,6,25.8,69.1,215.6,14270,42
Kanyakumari,Thiruvattar,8.33501,77.26515,2025,2,6,30.5,93.8,92.6,8263,15
Kanyakumari,Thovalai,8.231171,77.50597,2025,2,6,37.8,58.6,231.8,5987,35
Kanyakumari,Vilavancode,8.313338,77.206699,2025,2,6,31.1,56.2,258.2,9335,28
Tiruchirapalli,Srirangam,10.854603,78.713548,2025,2,6,30.5,86.7,260.0,9081,35
Tiruchirapalli,Thillai Nagar,10.834443,78.660012,2025,2,6,24.1,91.2,276.4,4193,2
Tiruchirapalli,Tiruchirappalli Fort,10.825416,78.68725,2025,2,6,35.9,51.0,240.6,1201,18
Tiruchirapalli,BHEL Township,10.779601,78.802013,2025,2,6,26.9,76.7,135.9,12136,47
